RegionID,Date,Home Value
394856,2/28/2019,291167.0739
394856,3/31/2019,291823.5412
394856,4/30/2019,292186.852
394856,5/31/2019,292043.5859
394856,6/30/2019,291971.6573
394856,7/31/2019,292121.7192
394856,8/31/2019,292643.1559
394856,9/30/2019,293338.9
394856,10/31/2019,294406.0872
394856,11/30/2019,296038.3358
394856,12/31/2019,298060.6147
394856,1/31/2020,300486.4199
394856,2/29/2020,302680.5264
394856,3/31/2020,304572.57
394856,4/30/2020,305527.7985
394856,5/31/2020,305445.2071
394856,6/30/2020,304990.6548
394856,7/31/2020,305055.0821
394856,8/31/2020,306421.365
394856,9/30/2020,308971.2213
394856,10/31/2020,312146.6346
394856,11/30/2020,316041.8285
394856,12/31/2020,320037.1465
394856,1/31/2021,324103.3479
394856,2/28/2021,327975.2401
394856,3/31/2021,331967.5382
394856,4/30/2021,336227.3762
394856,5/31/2021,341324.6204
